Time,Tout,RHout,Tevp1,Tevp2,Tevp3,Totalenergy,Tcndin,Tcndout,Txiru,RHxiru,Tchuichu,RHchuichu,M_in,Xchuichu,Xxiru,Q_latent,Q_sensible,Q_total,mode,temp_setting,volume_setting,mode_real
2025/07/01 6:00,27.6048,75.928,22.43166667,22.75833333,21.01166667,91.5,21.885,30.30916667,25.6679,71.68716667,23.0019,81.83908333,0.142525175,0.014482897,0.014923876,157.1779459,381.8882569,539.0662028,cooling,27,medium-high,cooling
2025/07/01 6:10,27.97013333,74.44816667,21.93,22.61166667,21.95,79.5,22.28083333,30.105,25.5264,75.37508333,22.455,89.19991667,0.142592692,0.015320729,0.015577281,91.49178003,440.1493974,531.6411774,cooling,27,medium-high,cooling
2025/07/01 6:20,28.38213333,72.17933333,21.76666667,22.44833333,21.80166667,78.7,22.125,30.18083333,25.4754,76.50141667,22.3014,91.59408333,0.142617043,0.015592749,0.01576703,62.16289303,454.9296975,517.0925906,cooling,27,medium-high,cooling
2025/07/01 6:30,28.65173333,70.93266667,21.845,22.48666667,21.87666667,78.8,22.18166667,30.50916667,25.458,76.98166667,22.3142,92.59333333,0.142625353,0.015779699,0.015851711,25.68711668,450.6274644,476.3145811,cooling,27,medium-high,cooling
2025/07/01 6:40,28.91866667,69.76016667,21.94,22.52333333,21.94166667,80.8,22.2325,30.8075,25.4873,77.37558333,22.3758,93.07541667,0.142611361,0.01592513,0.015963399,18.22960699,445.9537311,464.1833381,cooling,27,medium-high,cooling
2025/07/01 6:50,29.16293333,68.6795,21.92833333,22.49333333,21.95333333,82.4,22.22333333,30.99833333,25.5677,77.30733333,22.3709,93.28575,0.142572977,0.015957107,0.01602727,25.01832117,458.0560875,483.0744087,cooling,27,medium-high,cooling
2025/07/01 7:00,29.26186667,67.899,22.425,22.85333333,22.395,71.5,22.62416667,30.7175,25.7391,77.27908333,22.6197,93.74166667,0.142491226,0.01628848,0.016189447,3.851910287,446.7113321,450.5632424,cooling,27,medium-high,cooling
2025/07/01 7:10,29.8944,65.52,22.15666667,22.69166667,22.21833333,84.3,22.455,31.80083333,25.9176,76.838,22.6411,93.24158333,0.14240617,0.016220404,0.016270144,19.6489737,468.9265616,488.5755353,cooling,27,medium-high,cooling
2025/07/01 7:20,30.17653333,64.14616667,22.15666667,22.695,22.22833333,83.8,22.46166667,31.85083333,25.9607,76.58566667,22.5792,93.53525,0.142385651,0.016210118,0.016257846,16.9968371,483.8843465,500.8811836,cooling,27,medium-high,cooling
2025/07/01 7:30,30.4416,63.39,22.23,22.75166667,22.30666667,85.4,22.52916667,32.1475,26.0514,76.40683333,22.6265,93.68183333,0.142342488,0.01628412,0.016308481,9.467890445,489.9462659,499.4141563,cooling,27,medium-high,cooling
2025/07/01 7:40,30.79573333,62.07033333,22.29333333,22.83333333,22.38666667,87,22.61,32.48166667,26.0806,76.4735,22.6966,93.74233333,0.142328601,0.016366254,0.016352069,0.450304546,484.047565,484.4978695,cooling,27,medium-high,cooling
2025/07/01 7:50,30.9216,62.37116667,22.39833333,22.92166667,22.49833333,87.3,22.71,32.41916667,26.2251,76.39675,22.7982,93.78325,0.142259903,0.016477507,0.016479091,3.565264952,489.9475045,493.5127695,cooling,27,medium-high,cooling
2025/07/01 8:00,31.17413333,61.55066667,22.51666667,22.96,22.59833333,89.6,22.77916667,33.01333333,26.3532,76.314,22.9281,93.75,0.142199058,0.0166052,0.016589059,1.920718273,489.4807534,491.4014717,cooling,27,medium-high,cooling
