Time,Tinlet,winlet,Toutlet,woutlet,Tout,M_in,Totalenergy,volume_setting,mode
2025/06/14 0:00,22.5668,0.008076961,19.4624,0.006738459,22.16426667,0.123853623,195.2,auto,reheat
2025/06/14 0:10,22.5132,0.008049661,19.5393,0.006749713,22.13493333,0.123897023,194.4,auto,reheat
2025/06/14 0:20,22.5114,0.008032409,19.6302,0.006714022,22.09973333,0.123939665,202.6,auto,reheat
2025/06/14 0:30,22.487,0.00803595,19.4636,0.006737125,22.04826667,0.123928948,190.1,auto,reheat
2025/06/14 0:40,22.4441,0.008014798,19.4214,0.00672783,22.01866667,0.123946934,188.1,auto,reheat
2025/06/14 0:50,22.4047,0.008020715,19.3882,0.006750151,21.9776,0.123963456,184.4,auto,reheat
2025/06/14 1:00,22.3609,0.008065687,19.271,0.006759406,21.91733333,0.12393992,182.7,auto,reheat
2025/06/14 1:10,22.3407,0.008079612,19.2444,0.006754115,21.872,0.123948392,187.8,auto,reheat
2025/06/14 1:20,22.2949,0.008093601,19.1675,0.006738279,21.86586667,0.124009528,191.8,auto,reheat
2025/06/14 1:30,22.2526,0.008153527,19.1957,0.006800032,21.76853333,0.124006321,195,auto,reheat
2025/06/14 1:40,22.2221,0.008173278,19.0304,0.006801169,21.7144,0.128359124,193.7,auto,reheat
2025/06/14 1:50,22.1436,0.008176577,19.1243,0.006908025,21.65973333,0.130385336,180.3,auto,reheat
2025/06/14 2:00,22.1252,0.008174864,19.2414,0.006833062,21.67226667,0.130393461,198,auto,reheat
2025/06/14 2:10,22.1125,0.008185912,19.1209,0.0068161,21.68666667,0.127064339,193.7,auto,reheat
2025/06/14 2:20,22.1114,0.008202056,19.2308,0.006865108,21.66533333,0.126938939,191.6,auto,reheat
2025/06/14 2:30,22.1034,0.008227702,19.2577,0.006858815,21.64693333,0.1276764,197.2,auto,reheat
2025/06/14 2:40,22.0815,0.008265563,19.1827,0.006883727,21.6536,0.124392815,188.7,auto,reheat
2025/06/14 2:50,22.0751,0.008297849,19.265,0.0069043,21.66453333,0.12412283,193.9,auto,reheat
2025/06/14 3:00,22.0599,0.0082844,19.3299,0.006895527,21.63866667,0.125786305,193.4,auto,reheat
2025/06/14 3:10,22.0617,0.008335884,19.1324,0.006914402,21.63813333,0.124547995,189.6,auto,reheat
2025/06/14 3:20,22.0434,0.008364141,19.3644,0.007008665,21.6248,0.124954274,178.9,auto,reheat
2025/06/14 3:30,22.0493,0.008382208,19.3635,0.007025869,21.63413333,0.128538962,181.7,auto,reheat
2025/06/14 3:40,22.0423,0.008422576,19.2529,0.006930088,21.62613333,0.125961647,202.5,auto,reheat
2025/06/14 3:50,22.0335,0.008421755,19.1768,0.006936418,21.5928,0.124475963,194,auto,reheat
2025/06/14 4:00,22.0278,0.008403802,19.2328,0.006891771,21.58293333,0.124981886,200.4,auto,reheat
2025/06/14 4:10,22.0279,0.008388522,19.2263,0.006900429,21.59066667,0.125065757,199.4,auto,reheat
2025/06/14 4:20,22.0393,0.008437735,19.3139,0.006986242,21.59546667,0.125123877,193.1,auto,reheat
2025/06/14 4:30,22.0303,0.00850193,19.5015,0.007095308,21.59306667,0.124540275,183.2,auto,reheat
2025/06/14 4:40,22.0348,0.00847921,19.3624,0.006985498,21.57466667,0.12556631,200,auto,reheat
2025/06/14 4:50,22.0107,0.008483945,19.1656,0.007007198,21.59173333,0.124149905,190.7,auto,reheat
2025/06/14 5:00,21.9988,0.008484966,19.3011,0.006975206,21.5816,0.12407099,204.9,auto,reheat
2025/06/14 5:10,22.0199,0.008502197,19.2661,0.007045267,21.60613333,0.126285896,184,auto,reheat
2025/06/14 5:20,22.0265,0.008610118,19.2628,0.007136537,21.62373333,0.125695708,177.9,auto,reheat
2025/06/14 5:30,22.0346,0.008572916,19.2044,0.007012522,21.6344,0.125167788,200.7,auto,reheat
2025/06/14 5:40,22.0478,0.008509408,19.254,0.007014183,21.6392,0.129148002,194.8,auto,reheat
2025/06/14 5:50,22.0637,0.008493952,19.3659,0.007013138,21.69253333,0.130420625,200,auto,reheat
2025/06/14 6:00,22.0791,0.00848799,19.3304,0.006958944,21.7992,0.129176214,209,auto,reheat
2025/06/14 6:10,22.1098,0.008447669,19.4102,0.006993729,21.84853333,0.130400262,199.6,auto,reheat
